year,quarter,period,market,internal_class,rba,available_space,availability_proportion,overall_rent,direct_overall_rent,sublet_overall_rent,leasing
2024,Q2,2024-Q2,Detroit,O,47916089,11606325,0.242221877,21.8355579,22.225199,17.407312,280756
2024,Q3,2024-Q3,Detroit,A,36684001,9776349,0.26650171,21.63854595,21.992432,17.464776,561095
2024,Q3,2024-Q3,Detroit,O,48274462,11573004,0.239733464,21.63854595,21.992432,17.464776,532404
2024,Q4,2024-Q4,Detroit,A,36684001,9558670,0.261,21.58,21.909662,17.386088,351282
2024,Q4,2024-Q4,Detroit,O,48120884,11286341,0.235,21.58,21.909662,17.386088,199865
2018,Q1,2018-Q1,Downtown Chicago,A,65660615,10070387,0.153370281,39.94917553,NA,NA,1990909
2018,Q1,2018-Q1,Downtown Chicago,O,72516822,11691293,0.161221806,39.94917553,NA,NA,1351932
2018,Q2,2018-Q2,Downtown Chicago,A,65789608,9476309,0.144039603,40.05563844,NA,NA,2716615
2018,Q2,2018-Q2,Downtown Chicago,O,72611317,12079383,0.166356754,40.05563844,NA,NA,947821
2018,Q3,2018-Q3,Downtown Chicago,A,68489608,11558016,0.168755762,39.63030911,NA,NA,1248581
2018,Q3,2018-Q3,Downtown Chicago,O,72611317,12200714,0.168027719,39.63030911,NA,NA,1051024
2018,Q4,2018-Q4,Downtown Chicago,A,68691823,10906297,0.158771401,41.06661692,NA,NA,2682231
2018,Q4,2018-Q4,Downtown Chicago,O,72453617,12415735,0.171361148,41.06661692,NA,NA,939933
2019,Q1,2019-Q1,Downtown Chicago,A,69282348,9828841,0.141866453,41.21206305,NA,NA,2783208
2019,Q1,2019-Q1,Downtown Chicago,O,72550855,12584812,0.173461939,41.21206305,NA,NA,1136938
2019,Q2,2019-Q2,Downtown Chicago,A,69582572,9731896,0.139861113,41.26472055,NA,NA,1601175
2019,Q2,2019-Q2,Downtown Chicago,O,73248307,13349598,0.182251284,41.26472055,NA,NA,1511295
2019,Q3,2019-Q3,Downtown Chicago,A,69687549,8993172,0.129049911,41.13749601,NA,NA,1937946
2019,Q3,2019-Q3,Downtown Chicago,O,73333307,13501723,0.184114471,41.13749601,NA,NA,1211002
2019,Q4,2019-Q4,Downtown Chicago,A,69687549,8281772,0.118841488,40.79544277,NA,NA,1552996
2019,Q4,2019-Q4,Downtown Chicago,O,73391407,13409526,0.18271248,40.79544277,NA,NA,1285665
2020,Q1,2020-Q1,Downtown Chicago,A,70257549,9074689,0.129163188,40.87679499,NA,NA,2130651
2020,Q1,2020-Q1,Downtown Chicago,O,73436037,13454299,0.183211126,40.87679499,NA,NA,1585792
2020,Q2,2020-Q2,Downtown Chicago,A,70738039,10005951,0.141450783,40.61288894,41.641393,29.72738,402397
2020,Q2,2020-Q2,Downtown Chicago,O,73565769,13664173,0.185740912,40.61288894,41.641393,29.72738,373119
2020,Q3,2020-Q3,Downtown Chicago,A,72529039,11181776,0.154169642,40.64080916,41.545071,31.337782,506369
2020,Q3,2020-Q3,Downtown Chicago,O,73740368,15760863,0.213734531,40.64080916,41.545071,31.337782,441689
2020,Q4,2020-Q4,Downtown Chicago,A,72529039,12086860,0.166648561,40.61099549,41.532447,33.232264,222194
2020,Q4,2020-Q4,Downtown Chicago,O,73956639,16905738,0.228589863,40.61099549,41.532447,33.232264,412640
2021,Q1,2021-Q1,Downtown Chicago,A,72529039,12701637,0.175124849,40.50806584,41.409244,33.212375,328405
2021,Q1,2021-Q1,Downtown Chicago,O,73996639,18490181,0.24987866,40.50806584,41.409244,33.212375,650701
2021,Q2,2021-Q2,Downtown Chicago,A,74076458,12979714,0.1752205,40.42745118,41.30068,32.180319,458710
2021,Q2,2021-Q2,Downtown Chicago,O,73996639,18661790,0.252197806,40.42745118,41.30068,32.180319,943366
2021,Q3,2021-Q3,Downtown Chicago,A,74076458,13404466,0.180954467,40.72528773,41.543129,31.456212,1720588
2021,Q3,2021-Q3,Downtown Chicago,O,74043358,19012735,0.2567784,40.72528773,41.543129,31.456212,749862
2021,Q4,2021-Q4,Downtown Chicago,A,74156458,13504442,0.18210743,40.49648718,41.399925,29.720102,1583132
2021,Q4,2021-Q4,Downtown Chicago,O,74198358,20261343,0.273069965,40.49648718,41.399925,29.720102,1072007
2022,Q1,2022-Q1,Downtown Chicago,A,74156458,14506250,0.195616813,42.4394696,43.4512,29.011652,1084976
2022,Q1,2022-Q1,Downtown Chicago,O,74198358,20737303,0.279484662,42.4394696,43.4512,29.011652,803716
2022,Q2,2022-Q2,Downtown Chicago,A,74156458,15269077,0.205903537,42.57518776,43.506453,28.675655,1555671
2022,Q2,2022-Q2,Downtown Chicago,O,74068566,20743515,0.280058277,42.57518776,43.506453,28.675655,831177
2022,Q3,2022-Q3,Downtown Chicago,A,75356458,15293377,0.202947132,42.83262405,43.765248,28.638415,1160682
2022,Q3,2022-Q3,Downtown Chicago,O,74068566,21317977,0.287814091,42.83262405,43.765248,28.638415,664153
2022,Q4,2022-Q4,Downtown Chicago,A,75356458,16512935,0.219130987,43.20086376,42.89429,27.968622,935893
2022,Q4,2022-Q4,Downtown Chicago,O,74068566,22143367,0.298957685,43.20086376,42.89429,27.968622,721163
2023,Q1,2023-Q1,Downtown Chicago,A,75356458,15606504,0.207102409,42.69633289,43.879781,26.759607,1011978
2023,Q1,2023-Q1,Downtown Chicago,O,74068566,23354427,0.315308211,42.69633289,43.879781,26.759607,776537
2023,Q2,2023-Q2,Downtown Chicago,A,75841458,16409788,0.216369627,43.36908752,44.476656,27.99398,1277163
2023,Q2,2023-Q2,Downtown Chicago,O,74068566,24398300,0.329401544,43.36908752,44.476656,27.99398,669737
2023,Q3,2023-Q3,Downtown Chicago,A,75841458,16529734,0.217951163,43.23201081,44.30452,27.584464,1381870
2023,Q3,2023-Q3,Downtown Chicago,O,74068566,24457964,0.330207068,43.23201081,44.30452,27.584464,1037678
2023,Q4,2023-Q4,Downtown Chicago,A,75841458,16616122,0.219090224,43.10762032,43.974551,28.817123,1355160
2023,Q4,2023-Q4,Downtown Chicago,O,73488111,24626878,0.335113771,43.10762032,43.974551,28.817123,640338
2024,Q1,2024-Q1,Downtown Chicago,A,75841458,17925545,0.23635549,43.70158975,45.178496,27.894389,1164662
2024,Q1,2024-Q1,Downtown Chicago,O,73342387,24713303,0.336957986,43.70158975,45.178496,27.894389,791241
2024,Q2,2024-Q2,Downtown Chicago,A,76157741,18580891,0.24397902,44.16277858,45.545398,29.455112,898178
2024,Q2,2024-Q2,Downtown Chicago,O,72517314,24958887,0.344178316,44.16277858,45.545398,29.455112,1216295
2024,Q3,2024-Q3,Downtown Chicago,A,76526741,18515242,0.241944734,44.89250827,46.088356,30.487089,1171763
2024,Q3,2024-Q3,Downtown Chicago,O,71516794,24941702,0.348753077,44.89250827,46.088356,30.487089,985642
2024,Q4,2024-Q4,Downtown Chicago,A,76526741,18388120,0.24,44.81,45.848447,31.863127,2082604
2024,Q4,2024-Q4,Downtown Chicago,O,71215034,25278814,0.355,44.81,45.848447,31.863127,832809
2018,Q1,2018-Q1,Houston,A,113376552,32500251,0.286657606,27.92312355,NA,NA,2103443
2018,Q1,2018-Q1,Houston,O,78051358,19007505,0.24361457,27.92312355,NA,NA,968423
2018,Q2,2018-Q2,Houston,A,114154896,32526877,0.284936329,28.51650151,NA,NA,1991765
2018,Q2,2018-Q2,Houston,O,78051358,19945987,0.255642866,28.51650151,NA,NA,1189553
2018,Q3,2018-Q3,Houston,A,114154896,31590818,0.276736427,28.51226048,NA,NA,2858821
2018,Q3,2018-Q3,Houston,O,78051358,19188813,0.245938351,28.51226048,NA,NA,1242823
2018,Q4,2018-Q4,Houston,A,114154896,31274095,0.273961925,28.62983173,NA,NA,3475800
2018,Q4,2018-Q4,Houston,O,78051358,18831220,0.241355168,28.62983173,NA,NA,948224
2019,Q1,2019-Q1,Houston,A,114154896,30940100,0.271036119,28.86044414,29.477459,21.462508,2075406
2019,Q1,2019-Q1,Houston,O,78051358,18907642,0.24233465,28.86044414,29.477459,21.462508,924674
2019,Q2,2019-Q2,Houston,A,114154896,31422614,0.275262955,28.43568906,28.972157,22.974909,2368459
2019,Q2,2019-Q2,Houston,O,78051358,18888576,0.242090286,28.43568906,28.972157,22.974909,1049916
2019,Q3,2019-Q3,Houston,A,114310896,31017293,0.271341526,28.95627396,29.329729,25.589427,2337002
2019,Q3,2019-Q3,Houston,O,78051358,18918309,0.242471367,28.95627396,29.329729,25.589427,1478138
2019,Q4,2019-Q4,Houston,A,114310896,30753034,0.269029769,29.23842367,29.597293,25.947386,1882257
2019,Q4,2019-Q4,Houston,O,78051358,18343967,0.235110165,29.23842367,29.597293,25.947386,1193323
2020,Q1,2020-Q1,Houston,A,114420896,31117325,0.271954915,29.1749351,29.392483,25.794132,3429516
2020,Q1,2020-Q1,Houston,O,78051358,18835530,0.241410408,29.1749351,29.392483,25.794132,885901
2020,Q2,2020-Q2,Houston,A,114561955,31967411,0.279040376,28.89894163,29.172251,24.098145,2070157
2020,Q2,2020-Q2,Houston,O,77636900,19557514,0.252002541,28.89894163,29.172251,24.098145,998653
2020,Q3,2020-Q3,Houston,A,113892419,32962500,0.289417858,29.11567299,29.453699,24.6825,1172353
2020,Q3,2020-Q3,Houston,O,77516159,20265752,0.261535221,29.11567299,29.453699,24.6825,841111
2020,Q4,2020-Q4,Houston,A,113892419,33778830,0.296585412,29.08376455,29.5071,23.49473,1374398
2020,Q4,2020-Q4,Houston,O,77692759,20872730,0.268755928,29.08376455,29.5071,23.49473,613478
2021,Q1,2021-Q1,Houston,A,113892419,36264701,0.318411895,28.81424807,29.119627,24.66391,1087687
2021,Q1,2021-Q1,Houston,O,77651953,21029176,0.270912658,28.81424807,29.119627,24.66391,813274
2021,Q2,2021-Q2,Houston,A,114839225,37764434,0.328846124,28.88693969,29.27818,24.26316,1107637
2021,Q2,2021-Q2,Houston,O,78312118,22090824,0.282086918,28.88693969,29.27818,24.26316,920575
2021,Q3,2021-Q3,Houston,A,115010792,38039732,0.33074924,28.98250554,29.429358,23.703125,1309521
2021,Q3,2021-Q3,Houston,O,78343058,22019757,0.281068388,28.98250554,29.429358,23.703125,1068140
2021,Q4,2021-Q4,Houston,A,115010792,37759127,0.328309425,29.16003879,29.611593,24.400802,1571721
2021,Q4,2021-Q4,Houston,O,78805769,21600254,0.274094832,29.16003879,29.611593,24.400802,760377
2022,Q1,2022-Q1,Houston,A,115010792,37895874,0.329498418,29.38306718,29.839601,24.022671,1319318
2022,Q1,2022-Q1,Houston,O,78853847,20806480,0.263861318,29.38306718,29.839601,24.022671,923091
2022,Q2,2022-Q2,Houston,A,114902159,37879386,0.329666443,29.22865598,29.819975,22.794549,1151681
2022,Q2,2022-Q2,Houston,O,78770740,20231477,0.256840002,29.22865598,29.819975,22.794549,638607
2022,Q3,2022-Q3,Houston,A,115035074,38015383,0.330467758,29.56241546,30.01783,24.678567,2807015
2022,Q3,2022-Q3,Houston,O,78809841,21141042,0.268253834,29.56241546,30.01783,24.678567,1001370
2022,Q4,2022-Q4,Houston,A,115324627,38377483,0.332777864,29.41141214,29.812817,24.738625,2567179
2022,Q4,2022-Q4,Houston,O,78809841,20894224,0.265122017,29.41141214,29.812817,24.738625,811876
2023,Q1,2023-Q1,Houston,A,116065950,37378203,0.322042795,30.26231256,30.519807,27.272468,1845692
2023,Q1,2023-Q1,Houston,O,76999595,19661629,0.255347174,30.26231256,30.519807,27.272468,562979
2023,Q2,2023-Q2,Houston,A,116065950,35439079,0.305335708,31.07024981,31.262995,28.198089,2244352
2023,Q2,2023-Q2,Houston,O,76999595,18973703,0.246413023,31.07024981,31.262995,28.198089,1010831
2023,Q3,2023-Q3,Houston,A,116065950,35396817,0.304971587,31.18996834,31.504662,26.880823,1952945
2023,Q3,2023-Q3,Houston,O,76999595,18949505,0.246098762,31.18996834,31.504662,26.880823,560741
2023,Q4,2023-Q4,Houston,A,116065950,35872364,0.309068801,31.40214988,31.818994,24.795773,1399772
2023,Q4,2023-Q4,Houston,O,76999595,19476488,0.252942733,31.40214988,31.818994,24.795773,556443
2024,Q1,2024-Q1,Houston,A,117823966,36868413,0.312910983,31.46016886,31.833343,25.504717,1764569
2024,Q1,2024-Q1,Houston,O,78291785,19897376,0.254143854,31.46016886,31.833343,25.504717,538663
2024,Q2,2024-Q2,Houston,A,117823966,36853620,0.312785431,31.81581659,32.328914,23.873878,1588147
2024,Q2,2024-Q2,Houston,O,78270785,19232394,0.245716125,31.81581659,32.328914,23.873878,924567
2024,Q3,2024-Q3,Houston,A,117760273,37143390,0.315415284,31.7706964,32.280514,23.909158,1579650
2024,Q3,2024-Q3,Houston,O,78356055,19713918,0.25159406,31.7706964,32.280514,23.909158,736485
2024,Q4,2024-Q4,Houston,A,117760273,34269121,0.291,31.44,32.084261,22.899033,1727736
2024,Q4,2024-Q4,Houston,O,78356055,19239845,0.246,31.44,32.084261,22.899033,962379
2018,Q1,2018-Q1,Los Angeles,A,143744668,26495057,0.184320277,36.95899643,NA,NA,2480075
2018,Q1,2018-Q1,Los Angeles,O,68338197,14154981,0.207131321,36.95899643,NA,NA,834899
2018,Q2,2018-Q2,Los Angeles,A,144098024,25837665,0.179306171,36.58130152,NA,NA,2418566
2018,Q2,2018-Q2,Los Angeles,O,69043674,11504788,0.166630588,36.58130152,NA,NA,1003714
2018,Q3,2018-Q3,Los Angeles,A,144098024,24940147,0.173077647,39.48000035,NA,NA,2295256
2018,Q3,2018-Q3,Los Angeles,O,69043674,13067672,0.189266753,39.48000035,NA,NA,888703
2018,Q4,2018-Q4,Los Angeles,A,144721671,24918510,0.172182299,38.75857565,NA,NA,3679718
2018,Q4,2018-Q4,Los Angeles,O,69187474,13610560,0.196720002,38.75857565,NA,NA,732414
2019,Q1,2019-Q1,Los Angeles,A,145161984,24327250,0.167586921,38.9477653,39.550654,34.392686,3506703
2019,Q1,2019-Q1,Los Angeles,O,69091917,13107823,0.189715723,38.9477653,39.550654,34.392686,1125497
2019,Q2,2019-Q2,Los Angeles,A,145540870,24064419,0.165344752,40.87776312,41.460378,35.438478,3669979
2019,Q2,2019-Q2,Los Angeles,O,69712027,13052839,0.187239413,40.87776312,41.460378,35.438478,1673825
2019,Q3,2019-Q3,Los Angeles,A,145540870,23459724,0.161189939,41.24390198,41.569742,38.097909,3087428
2019,Q3,2019-Q3,Los Angeles,O,69712027,13444806,0.192862072,41.24390198,41.569742,38.097909,978191
2019,Q4,2019-Q4,Los Angeles,A,145632935,23529564,0.161567601,42.14668199,42.601652,37.565071,2646505
2019,Q4,2019-Q4,Los Angeles,O,69493919,12943055,0.186247303,42.14668199,42.601652,37.565071,1224960
2020,Q1,2020-Q1,Los Angeles,A,146673891,24412531,0.166440877,43.9092604,44.43091,37.033661,3055444
2020,Q1,2020-Q1,Los Angeles,O,69572758,12870619,0.184995095,43.9092604,44.43091,37.033661,913896
2020,Q2,2020-Q2,Los Angeles,A,147430763,25420328,0.172422142,43.67149508,44.135112,37.860857,1099808
2020,Q2,2020-Q2,Los Angeles,O,69572758,13170547,0.189306093,43.67149508,44.135112,37.860857,796090
2020,Q3,2020-Q3,Los Angeles,A,147430763,27989441,0.189848037,44.07724575,44.484544,38.862709,1565165
2020,Q3,2020-Q3,Los Angeles,O,69598212,14585637,0.209569134,44.07724575,44.484544,38.862709,417507
2020,Q4,2020-Q4,Los Angeles,A,147555963,32360643,0.219310981,45.0200092,45.695772,37.801329,1367458
2020,Q4,2020-Q4,Los Angeles,O,69748651,15620944,0.223960518,45.0200092,45.695772,37.801329,720687
2021,Q1,2021-Q1,Los Angeles,A,147555963,33765766,0.228833626,46.06181273,46.808254,39.500827,1371675
2021,Q1,2021-Q1,Los Angeles,O,70621301,16961750,0.240178951,46.06181273,46.808254,39.500827,651203
2021,Q2,2021-Q2,Los Angeles,A,147957008,35186916,0.237818515,45.94064823,47.003813,40.369673,2477342
2021,Q2,2021-Q2,Los Angeles,O,70814480,16608522,0.234535677,45.94064823,47.003813,40.369673,661639
2021,Q3,2021-Q3,Los Angeles,A,149070483,36912135,0.247615318,46.38920911,47.647756,39.384464,1951972
2021,Q3,2021-Q3,Los Angeles,O,70919462,16255400,0.229209297,46.38920911,47.647756,39.384464,1236861
2021,Q4,2021-Q4,Los Angeles,A,148564659,36987314,0.248964419,46.5839749,47.995063,38.169754,2694805
2021,Q4,2021-Q4,Los Angeles,O,70824601,16114870,0.227532097,46.5839749,47.995063,38.169754,876671
2022,Q1,2022-Q1,Los Angeles,A,149026468,38891878,0.260972957,46.56291314,48.185735,37.814182,2651351
2022,Q1,2022-Q1,Los Angeles,O,71534222,16678091,0.233148422,46.56291314,48.185735,37.814182,845893
2022,Q2,2022-Q2,Los Angeles,A,149635245,38337095,0.256203644,46.42191944,47.963135,38.37828,2275839
2022,Q2,2022-Q2,Los Angeles,O,71401617,16994760,0.238016458,46.42191944,47.963135,38.37828,482228
2022,Q3,2022-Q3,Los Angeles,A,149820063,38705334,0.258345466,46.3229287,47.762975,39.184807,2386831
2022,Q3,2022-Q3,Los Angeles,O,71589553,17343906,0.242268673,46.3229287,47.762975,39.184807,756793
2022,Q4,2022-Q4,Los Angeles,A,149820063,39905148,0.266353833,46.17605604,47.644636,39.194373,2114850
2022,Q4,2022-Q4,Los Angeles,O,71663591,17575840,0.245254804,46.17605604,47.644636,39.194373,861929
2023,Q1,2023-Q1,Los Angeles,A,149649892,40077756,0.267810123,45.96704422,47.429784,39.026963,2368363
2023,Q1,2023-Q1,Los Angeles,O,71444608,17809779,0.249280939,45.96704422,47.429784,39.026963,554103
2023,Q2,2023-Q2,Los Angeles,A,149731159,40559879,0.270884693,46.04683356,47.576325,39.169025,1581390
2023,Q2,2023-Q2,Los Angeles,O,71224923,18154288,0.254886734,46.04683356,47.576325,39.169025,858800
2023,Q3,2023-Q3,Los Angeles,A,149731159,41044683,0.274122522,46.32096881,48.020549,38.706014,2362767
2023,Q3,2023-Q3,Los Angeles,O,71563735,17482040,0.244286299,46.32096881,48.020549,38.706014,632465
2023,Q4,2023-Q4,Los Angeles,A,149918519,41009159,0.273542984,47.19826249,49.105436,38.201034,1660927
2023,Q4,2023-Q4,Los Angeles,O,72012704,18225613,0.25308885800000003,47.19826249,49.105436,38.201034,585702
2024,Q1,2024-Q1,Los Angeles,A,148040668,42305164,0.285767179,47.23899317,49.219135,38.050991,2424731
2024,Q1,2024-Q1,Los Angeles,O,71713483,18287103,0.255002299,47.23899317,49.219135,38.050991,822210
2024,Q2,2024-Q2,Los Angeles,A,148053040,42431501,0.286596621,46.83852789,48.836888,37.676806,2066191
2024,Q2,2024-Q2,Los Angeles,O,71892724,17808582,0.247710492,46.83852789,48.836888,37.676806,726726
2024,Q3,2024-Q3,Los Angeles,A,146975428,43221217,0.29407104,46.85465683,48.705689,38.344446,2572570
2024,Q3,2024-Q3,Los Angeles,O,70973458,18490079,0.260521039,46.85465683,48.705689,38.344446,1239955
2024,Q4,2024-Q4,Los Angeles,A,146137313,43101604,0.295,47.41,49.171285,39.010483,3099350
2024,Q4,2024-Q4,Los Angeles,O,70485856,17955653,0.255,47.41,49.171285,39.010483,651592
2018,Q1,2018-Q1,Manhattan,A,244192517,30297130,0.124070673,73.73986415,NA,NA,5131601
2018,Q1,2018-Q1,Manhattan,O,199870492,20399536,0.10206377,73.73986415,NA,NA,3789831
2018,Q2,2018-Q2,Manhattan,A,244192517,29535879,0.120953252,73.90422028,NA,NA,6703076
2018,Q2,2018-Q2,Manhattan,O,199870492,20756796,0.103851228,73.90422028,NA,NA,4324015
2018,Q3,2018-Q3,Manhattan,A,244542518,30684926,0.125478899,74.63208553,NA,NA,4198889
2018,Q3,2018-Q3,Manhattan,O,199870492,20133493,0.100732693,74.63208553,NA,NA,4550078
2018,Q4,2018-Q4,Manhattan,A,246759127,28690887,0.116270824,77.40811251,NA,NA,6598763
2018,Q4,2018-Q4,Manhattan,O,199870492,18953645,0.094829631,77.40811251,NA,NA,5143430
2019,Q1,2019-Q1,Manhattan,A,247474127,28379040,0.114674776,77.80643255,80.505624,59.319707,5136768
2019,Q1,2019-Q1,Manhattan,O,200026077,19068529,0.095330215,77.80643255,80.505624,59.319707,3615343
2019,Q2,2019-Q2,Manhattan,A,247656127,28877539,0.11660337,80.48323807,83.104269,57.587003,7781169
2019,Q2,2019-Q2,Manhattan,O,200026077,18165113,0.090813724,80.48323807,83.104269,57.587003,3477494
2019,Q3,2019-Q3,Manhattan,A,253968808,31513925,0.124085809,83.91092945,86.526461,60.278104,5444914
2019,Q3,2019-Q3,Manhattan,O,200310172,18219178,0.090954832,83.91092945,86.526461,60.278104,3018586
2019,Q4,2019-Q4,Manhattan,A,254558960,30535063,0.119952812,84.74666276,88.438174,64.567057,9393220
2019,Q4,2019-Q4,Manhattan,O,200310172,19766988,0.098681898,84.74666276,88.438174,64.567057,3323773
2020,Q1,2020-Q1,Manhattan,A,255216822,31291531,0.122607635,83.88475487,88.102305,64.078923,4652325
2020,Q1,2020-Q1,Manhattan,O,199480433,20667928,0.103608799,83.88475487,88.102305,64.078923,3244920
2020,Q2,2020-Q2,Manhattan,A,255710081,32266423,0.126183617,82.81376302,86.917127,63.985095,2335013
2020,Q2,2020-Q2,Manhattan,O,199533594,21117992,0.105836775,82.81376302,86.917127,63.985095,993886
2020,Q3,2020-Q3,Manhattan,A,255783341,34682376,0.135592787,80.25064026,84.438507,65.436381,3577595
2020,Q3,2020-Q3,Manhattan,O,199723135,25439411,0.127373381,80.25064026,84.438507,65.436381,1097866
2020,Q4,2020-Q4,Manhattan,A,255834271,38114844,0.148982558,77.60202696,82.605007,62.815994,2755717
2020,Q4,2020-Q4,Manhattan,O,200395839,30152663,0.150465514,77.60202696,82.605007,62.815994,1950103
2021,Q1,2021-Q1,Manhattan,A,263063884,44371548,0.168672139,76.26012884,81.838403,60.781724,2577913
2021,Q1,2021-Q1,Manhattan,O,202290882,35132728,0.173674303,76.26012884,81.838403,60.781724,1524956
2021,Q2,2021-Q2,Manhattan,A,265866074,48544885,0.182591499,75.56080039,80.497026,59.160689,2499116
2021,Q2,2021-Q2,Manhattan,O,201218968,37496718,0.18634783,75.56080039,80.497026,59.160689,2418167
2021,Q3,2021-Q3,Manhattan,A,265812424,48869051,0.183847881,75.05038531,79.852772,58.936104,3784137
2021,Q3,2021-Q3,Manhattan,O,201352950,37212369,0.18481164,75.05038531,79.852772,58.936104,3922797
2021,Q4,2021-Q4,Manhattan,A,268015917,50507125,0.188448229,75.99868169,80.726036,58.787246,6123414
2021,Q4,2021-Q4,Manhattan,O,201352950,36707193,0.182302733,75.99868169,80.726036,58.787246,3184573
2022,Q1,2022-Q1,Manhattan,A,268303851,52694211,0.19639752,77.30740689,82.769759,58.642743,4177093
2022,Q1,2022-Q1,Manhattan,O,202517123,37129764,0.183341356,77.30740689,82.769759,58.642743,3576615
2022,Q2,2022-Q2,Manhattan,A,268362492,50928242,0.189774069,77.13419394,82.05875,61.012123,5655894
2022,Q2,2022-Q2,Manhattan,O,202250096,36277959,0.179371776,77.13419394,82.05875,61.012123,2780534
2022,Q3,2022-Q3,Manhattan,A,268362492,47734454,0.177873046,75.88767736,80.516931,60.308789,5835370
2022,Q3,2022-Q3,Manhattan,O,201206112,36504763,0.181429692,75.88767736,80.516931,60.308789,3249413
2022,Q4,2022-Q4,Manhattan,A,268383262,50563986,0.188402159,77.04013692,81.560621,62.071836,2934703
2022,Q4,2022-Q4,Manhattan,O,201294612,37857976,0.188072476,77.04013692,81.560621,62.071836,2590164
2023,Q1,2023-Q1,Manhattan,A,267213166,51479562,0.192653539,77.0820075,81.955857,61.255295,4461053
2023,Q1,2023-Q1,Manhattan,O,200365520,39431184,0.196796255,77.0820075,81.955857,61.255295,2848276
2023,Q2,2023-Q2,Manhattan,A,267321980,52490528,0.196356948,77.61671264,82.462611,60.971057,3717180
2023,Q2,2023-Q2,Manhattan,O,200365520,39363274,0.196457325,77.61671264,82.462611,60.971057,3173221
2023,Q3,2023-Q3,Manhattan,A,267321980,51825773,0.193870227,77.53263796,82.318539,60.270007,3615734
2023,Q3,2023-Q3,Manhattan,O,200203979,39464525,0.197121582,77.53263796,82.318539,60.270007,2662838
2023,Q4,2023-Q4,Manhattan,A,267368515,51665167,0.193235793,75.99787395,80.65266,59.02638,5523223
2023,Q4,2023-Q4,Manhattan,O,200203979,39436314,0.19698067,75.99787395,80.65266,59.02638,3354121
2024,Q1,2024-Q1,Manhattan,A,267750098,54577902,0.203838962,76.28122942,81.368499,58.708796,3710174
2024,Q1,2024-Q1,Manhattan,O,200033933,39518362,0.197558291,76.28122942,81.368499,58.708796,3137954
2024,Q2,2024-Q2,Manhattan,A,267787350,53537225,0.199924399,76.62595092,81.800437,58.567878,5869995
2024,Q2,2024-Q2,Manhattan,O,198703233,39963264,0.201120351,76.62595092,81.800437,58.567878,2807110
2024,Q3,2024-Q3,Manhattan,A,267569157,51717931,0.193288089,75.90936789,80.836168,57.972647,5697897
2024,Q3,2024-Q3,Manhattan,O,198553779,39959005,0.201250287,75.90936789,80.836168,57.972647,3818375
2024,Q4,2024-Q4,Manhattan,A,265309126,47710203,0.179828729,75.09253398,80.063537,57.548437,7451599
2024,Q4,2024-Q4,Manhattan,O,196415356,38278004,0.19488295,75.09253398,80.063537,57.548437,3236068
2018,Q1,2018-Q1,Nashville,A,21176858,2913652,0.137586605,27.96026249,NA,NA,281340
2018,Q1,2018-Q1,Nashville,O,22248695,2329324,0.10469486,27.96026249,NA,NA,216668
2018,Q2,2018-Q2,Nashville,A,21176858,2708177,0.127883797,27.90414623,NA,NA,113616
2018,Q2,2018-Q2,Nashville,O,22248695,2245696,0.100936077,27.90414623,NA,NA,238435
2018,Q3,2018-Q3,Nashville,A,21176858,3107645,0.146747218,28.48752706,NA,NA,489553
2018,Q3,2018-Q3,Nashville,O,22248695,2181525,0.098051818,28.48752706,NA,NA,187441
2018,Q4,2018-Q4,Nashville,A,21176858,3109874,0.146852475,28.51328713,NA,NA,317262
2018,Q4,2018-Q4,Nashville,O,22248695,2424547,0.108974796,28.51328713,NA,NA,255516
2019,Q1,2019-Q1,Nashville,A,21176858,3054504,0.144237828,28.31703141,28.890301,23.717317,382715
2019,Q1,2019-Q1,Nashville,O,22248695,2335085,0.104953796,28.31703141,28.890301,23.717317,235930
2019,Q2,2019-Q2,Nashville,A,21176858,3239985,0.152996493,29.3633667,29.903929,24.096565,556031
2019,Q2,2019-Q2,Nashville,O,22248695,2434912,0.109440666,29.3633667,29.903929,24.096565,218857
2019,Q3,2019-Q3,Nashville,A,21176858,3196757,0.150955208,29.54374754,29.90347,23.280214,1085293
2019,Q3,2019-Q3,Nashville,O,22248695,2440197,0.109678208,29.54374754,29.90347,23.280214,179860
2019,Q4,2019-Q4,Nashville,A,21176858,3280032,0.154887566,29.58898,29.903995,24.382252,223275
2019,Q4,2019-Q4,Nashville,O,22248695,2352614,0.105741663,29.58898,29.903995,24.382252,269059
2020,Q1,2020-Q1,Nashville,A,21176858,3269073,0.154370068,29.99744474,30.275509,25.616774,302294
2020,Q1,2020-Q1,Nashville,O,22248695,2691401,0.120968938,29.99744474,30.275509,25.616774,166589
2020,Q2,2020-Q2,Nashville,A,21176858,3500225,0.165285379,30.16253606,30.545445,26.457282,138275
2020,Q2,2020-Q2,Nashville,O,22248695,2565929,0.115329416,30.16253606,30.545445,26.457282,137879
2020,Q3,2020-Q3,Nashville,A,21176858,3604821,0.170224544,29.62434888,30.239647,24.618467,111335
2020,Q3,2020-Q3,Nashville,O,22248695,2797285,0.125728048,29.62434888,30.239647,24.618467,153563
2020,Q4,2020-Q4,Nashville,A,21176858,3557305,0.167980774,29.01924795,29.582127,25.588643,105270
2020,Q4,2020-Q4,Nashville,O,22248695,3091660,0.138959161,29.01924795,29.582127,25.588643,97635
