year,quarter,market,city,state,cbd_suburban,building_name,building_id,address,leased_sf,company_name,internal_industry,transaction_type,internal_class,rba,available_space,overall_rent,leasing
2023,Q2,Nashville,Nashville,TN,Suburban,Focal Pointe A,Nashville_Airport South_Nashville_Focal Pointe A_1645 Murfreesboro Rd,1645 Murfreesboro Rd,8400,NA,NA,New,O,22807688,3910428,31.6119208165302,375543
2023,Q2,Nashville,Nashville,TN,CBD,LC Tower,Nashville_Downtown_Nashville_LC Tower_401 Church St,401 Church St,2541,NA,NA,New,O,22807688,3910428,31.6119208165302,375543
2023,Q2,Nashville,Nashville,TN,CBD,Radius,Nashville_Downtown_Nashville_Radius_601 11th Ave N,601 11th Ave N,25324,Covenant Physician Partners,Healthcare,New,A,22672997,5337989,31.6119208165302,261058
2023,Q2,Nashville,Nashville,TN,Suburban,Royal Parkway Center II,Nashville_Airport North_Nashville_Royal Parkway Center II_500-520 Royal Pky,500-520 Royal Pky,3239,NA,NA,New,O,22807688,3910428,31.6119208165302,375543
2023,Q2,Nashville,Nashville,TN,Suburban,Royal Parkway Center II,Nashville_Airport North_Nashville_Royal Parkway Center II_500-520 Royal Pky,500-520 Royal Pky,11076,NA,NA,New,O,22807688,3910428,31.6119208165302,375543
2023,Q2,Nashville,Nashville,TN,CBD,St Cloud Corner,Nashville_Downtown_Nashville_St Cloud Corner_500 Church St,500 Church St,2528,NA,NA,New,O,22807688,3910428,31.6119208165302,375543
2023,Q2,Nashville,Nashville,TN,CBD,Truist Plaza,Nashville_Downtown_Nashville_Truist Plaza_401 Commerce St,401 Commerce St,8591,NA,NA,New,A,22672997,5337989,31.6119208165302,261058
2023,Q2,Nashville,Nashville,TN,Suburban,Two Rivers Corporate Centre  Building I,Nashville_Airport North_Nashville_Two Rivers Corporate Centre  Building I_2501 McGavock Pike,2501 McGavock Pike,1000,Alternative Service Concepts,NA,New,O,22807688,3910428,31.6119208165302,375543
2023,Q2,Nashville,Nashville,TN,Suburban,NA,Nashville_Rivergate/Wilson_Nashville_NA_213 W Maplewood Ln,213 W Maplewood Ln,2500,The Healing Society,NA,New,O,22807688,3910428,31.6119208165302,375543
2023,Q2,Nashville,Nashville,TN,Suburban,NA,Nashville_Airport South_Nashville_NA_550-552 Metroplex Dr,550-552 Metroplex Dr,50600,FEMA,Government,New,O,22807688,3910428,31.6119208165302,375543
2023,Q2,Nashville,Nashville,TN,Suburban,NA,Nashville_Airport South_Nashville_NA_640 Spence Ln,640 Spence Ln,3714,NA,NA,New,O,22807688,3910428,31.6119208165302,375543
2023,Q3,Nashville,Nashville,TN,Suburban,Executive South,Nashville_Airport South_Nashville_Executive South_1161 Murfreesboro Rd,1161 Murfreesboro Rd,1040,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Highland Ridge II,Nashville_Airport North_Nashville_Highland Ridge II_555 Marriott Dr,555 Marriott Dr,1192,Bolt Systems,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Marathon Village,Nashville_West End_Nashville_Marathon Village_1200-1300 Clinton St,1200-1300 Clinton St,1966,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,CBD,Neuhoff District Block 2,Nashville_Downtown_Nashville_Neuhoff District Block 2_1316 Adams St,1316 Adams St,35025,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Parkview Towers,Nashville_West End_Nashville_Parkview Towers_210 25th Ave N,210 25th Ave N,13148,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,NA,Nashville_Airport South_Nashville_NA_176 Thompson Ln,176 Thompson Ln,1643,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,NA,Nashville_Green Hills/Music Row_Nashville_NA_2000 Glen Echo,2000 Glen Echo,9478,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,NA,Nashville_Green Hills/Music Row_Nashville_NA_2416 21st Ave S,2416 21st Ave S,1401,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,BNA Corporate Center,Nashville_Airport South_Nashville_BNA Corporate Center_402 Bna Dr,402 Bna Dr,3066,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,BNA Corporate Center,Nashville_Airport South_Nashville_BNA Corporate Center_402 Bna Dr,402 Bna Dr,4164,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Broadwest,Nashville_West End_Nashville_Broadwest_1600 West End Ave,1600 West End Ave,10564,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Building 1,Nashville_Airport North_Nashville_Building 1_3055 Lebanon Pike,3055 Lebanon Pike,29956,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Building 200,Nashville_Airport South_Nashville_Building 200_404 BNA Dr,404 BNA Dr,896,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Building 200,Nashville_Airport South_Nashville_Building 200_404 BNA Dr,404 BNA Dr,978,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Building 200,Nashville_Airport South_Nashville_Building 200_404 BNA Dr,404 BNA Dr,1380,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Building 200,Nashville_Airport South_Nashville_Building 200_404 BNA Dr,404 BNA Dr,2869,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Building 200,Nashville_Airport South_Nashville_Building 200_404 BNA Dr,404 BNA Dr,2891,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Building 200,Nashville_Airport South_Nashville_Building 200_404 BNA Dr,404 BNA Dr,9695,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Burton Hills II,Nashville_Green Hills/Music Row_Nashville_Burton Hills II_30 Burton Hills Blvd,30 Burton Hills Blvd,3893,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,CBD,Capitol View Block D Office,Nashville_Downtown_Nashville_Capitol View Block D Office_406 11th Ave N,406 11th Ave N,12685,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,CBD,Gulch Union,Nashville_Downtown_Nashville_Gulch Union_1222 Demonbreun St,1222 Demonbreun St,7057,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,CBD,Gulch Union,Nashville_Downtown_Nashville_Gulch Union_1222 Demonbreun St,1222 Demonbreun St,8106,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Hillsboro Hobbs Buildings,Nashville_Green Hills/Music Row_Nashville_Hillsboro Hobbs Buildings_4205-4219 Hillsboro Pike,4205-4219 Hillsboro Pike,355,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Hillsboro Hobbs Buildings,Nashville_Green Hills/Music Row_Nashville_Hillsboro Hobbs Buildings_4205-4219 Hillsboro Pike,4205-4219 Hillsboro Pike,457,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Lakeview Ridge III,Nashville_Airport North_Nashville_Lakeview Ridge III_2636 Elm Hill Pike,2636 Elm Hill Pike,3742,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,One American Center,Nashville_West End_Nashville_One American Center_3100 West End Ave,3100 West End Ave,2113,Capital Spring,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,The Forum at Athens Way,Nashville_MetroCenter_Nashville_The Forum at Athens Way_220 Athens Way,220 Athens Way,9345,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Two American Center,Nashville_West End_Nashville_Two American Center_3102 West End Ave,3102 West End Ave,8356,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Westpark Bldg,Nashville_West End_Nashville_Westpark Bldg_3212 West End Ave,3212 West End Ave,3950,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,NA,Nashville_Green Hills/Music Row_Nashville_NA_49 Music Square W,49 Music Square W,2786,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,CBD,333 Commerce,Nashville_Downtown_Nashville_333 Commerce_333 Commerce St,333 Commerce St,25694,Iron Galaxy Studios,"Technology, Advertising, Media, and Information",New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,CBD,333 Commerce,Nashville_Downtown_Nashville_333 Commerce_333 Commerce St,333 Commerce St,13157,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Broadwest,Nashville_West End_Nashville_Broadwest_1600 West End Ave,1600 West End Ave,25755,Barnes & Thornburg,Legal Services,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Broadwest,Nashville_West End_Nashville_Broadwest_1600 West End Ave,1600 West End Ave,11798,Brentwood Capital Advisors,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Burton Hills II,Nashville_Green Hills/Music Row_Nashville_Burton Hills II_30 Burton Hills Blvd,30 Burton Hills Blvd,1905,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Burton Hills II,Nashville_Green Hills/Music Row_Nashville_Burton Hills II_30 Burton Hills Blvd,30 Burton Hills Blvd,5769,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Burton Hills IV,Nashville_Green Hills/Music Row_Nashville_Burton Hills IV_40 Burton Hills Blvd,40 Burton Hills Blvd,5181,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Executive South,Nashville_Airport South_Nashville_Executive South_1161 Murfreesboro Rd,1161 Murfreesboro Rd,1600,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Green Hills Court  Office,Nashville_Green Hills/Music Row_Nashville_Green Hills Court  Office_4004 Hillsboro Rd,4004 Hillsboro Rd,650,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Highland Ridge I,Nashville_Airport North_Nashville_Highland Ridge I_565 Marriott Dr,565 Marriott Dr,22500,Ahs Management,Healthcare,Renewal,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Highland Ridge I,Nashville_Airport North_Nashville_Highland Ridge I_565 Marriott Dr,565 Marriott Dr,18181,Enbridge,Energy & Utilities,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Hillsboro Hobbs Buildings,Nashville_Green Hills/Music Row_Nashville_Hillsboro Hobbs Buildings_4205-4219 Hillsboro Pike,4205-4219 Hillsboro Pike,1364,Ferrero And Hancock,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,CBD,LC Tower,Nashville_Downtown_Nashville_LC Tower_401 Church St,401 Church St,2318,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,CBD,LC Tower,Nashville_Downtown_Nashville_LC Tower_401 Church St,401 Church St,2414,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,CBD,LC Tower,Nashville_Downtown_Nashville_LC Tower_401 Church St,401 Church St,3706,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,CBD,LC Tower,Nashville_Downtown_Nashville_LC Tower_401 Church St,401 Church St,6000,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Lakeview Place II,Nashville_Airport North_Nashville_Lakeview Place II_15 Century Blvd,15 Century Blvd,4135,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,MAC Professional Building,Nashville_Airport North_Nashville_MAC Professional Building_810 Royal Pky,810 Royal Pky,2132,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,CBD,Neuhoff District Block 2,Nashville_Downtown_Nashville_Neuhoff District Block 2_1316 Adams St,1316 Adams St,40939,J.e. Dunn Construction,"Construction, Engineering and Architecture",New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,One American Center,Nashville_West End_Nashville_One American Center_3100 West End Ave,3100 West End Ave,2731,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,One American Center,Nashville_West End_Nashville_One American Center_3100 West End Ave,3100 West End Ave,4068,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,CBD,One Nashville,Nashville_Downtown_Nashville_One Nashville_150 4th Ave N,150 4th Ave N,3751,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Perimeter Park II,Nashville_Airport South_Nashville_Perimeter Park II_3354 Perimeter Hill Dr,3354 Perimeter Hill Dr,1119,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Riverview Business Center II,Nashville_MetroCenter_Nashville_Riverview Business Center II_501-523 Mainstream Dr,501-523 Mainstream Dr,33257,Sp Plus,Transportation,Renewal,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,The Forum at Athens Way,Nashville_MetroCenter_Nashville_The Forum at Athens Way_220 Athens Way,220 Athens Way,5167,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,The Oaks Office Tower  Garden Complex,Nashville_Airport South_Nashville_The Oaks Office Tower  Garden Complex_1101 Kermit Dr,1101 Kermit Dr,1267,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,CBD,The Ragland Building,Nashville_Downtown_Nashville_The Ragland Building_300 2nd Ave S,300 2nd Ave S,3485,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,CBD,The Ragland Building,Nashville_Downtown_Nashville_The Ragland Building_300 2nd Ave S,300 2nd Ave S,30812,Svp Worldwide,"Manufacturing (except Pharmaceutical, Retail, and Computer Tech)",New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Two American Center,Nashville_West End_Nashville_Two American Center_3102 West End Ave,3102 West End Ave,4159,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,Westpark Bldg,Nashville_West End_Nashville_Westpark Bldg_3212 West End Ave,3212 West End Ave,1408,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Woodlawn Crossing,Nashville_Green Hills/Music Row_Nashville_Woodlawn Crossing_2505 21st Ave S,2505 21st Ave S,1737,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Woodlawn Crossing,Nashville_Green Hills/Music Row_Nashville_Woodlawn Crossing_2505 21st Ave S,2505 21st Ave S,7392,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,Woodmont Centre I,Nashville_West End_Nashville_Woodmont Centre I_104 Woodmont Blvd,104 Woodmont Blvd,2700,NA,NA,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,NA,Nashville_Green Hills/Music Row_Nashville_NA_2000 Glen Echo,2000 Glen Echo,3258,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,NA,Nashville_Green Hills/Music Row_Nashville_NA_2021 Richard Jones Rd,2021 Richard Jones Rd,1346,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,NA,Nashville_Green Hills/Music Row_Nashville_NA_2021 Richard Jones Rd,2021 Richard Jones Rd,1781,NA,NA,New,O,22902473,3773261,31.7898109123203,304593
2023,Q3,Nashville,Nashville,TN,Suburban,17th  Grand,Nashville_Green Hills/Music Row_Nashville_17th  Grand_1005 17th Ave S,1005 17th Ave S,33000,E-Spaces,Coworking and Executive Suite Companies,New,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,CBD,One Nashville,Nashville_Downtown_Nashville_One Nashville_150 4th Ave N,150 4th Ave N,15000,Transcore,"Technology, Advertising, Media, and Information",Renewal,A,23507343,5324691,31.7898109123203,516843
2023,Q3,Nashville,Nashville,TN,Suburban,oneC1TY Nashville,Nashville_West End_Nashville_oneC1TY Nashville_8 City Blvd,8 City Blvd,14044,Tend,Healthcare,New,A,23507343,5324691,31.7898109123203,516843
2023,Q4,Nashville,Nashville,TN,Suburban,402406 Royal Pky,Nashville_Airport North_Nashville_402406 Royal Pky_400-406 Royal Pky,400-406 Royal Pky,2874,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,Bldg C,Nashville_Airport North_Nashville_Bldg C_2525 Lebanon Pike,2525 Lebanon Pike,1915,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,Burton Hills II,Nashville_Green Hills/Music Row_Nashville_Burton Hills II_30 Burton Hills Blvd,30 Burton Hills Blvd,4791,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,CBD,Gulch Union,Nashville_Downtown_Nashville_Gulch Union_1222 Demonbreun St,1222 Demonbreun St,2876,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,CBD,Gulch Union,Nashville_Downtown_Nashville_Gulch Union_1222 Demonbreun St,1222 Demonbreun St,6788,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,CBD,Gulch Union,Nashville_Downtown_Nashville_Gulch Union_1222 Demonbreun St,1222 Demonbreun St,7057,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,CBD,One Nashville,Nashville_Downtown_Nashville_One Nashville_150 4th Ave N,150 4th Ave N,3508,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,CBD,Radius,Nashville_Downtown_Nashville_Radius_601 11th Ave N,601 11th Ave N,6262,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,CBD,Radius,Nashville_Downtown_Nashville_Radius_601 11th Ave N,601 11th Ave N,15172,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,Suburban,The Oaks Office Tower  Garden Complex,Nashville_Airport South_Nashville_The Oaks Office Tower  Garden Complex_1101 Kermit Dr,1101 Kermit Dr,1478,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,CBD,UBS Tower,Nashville_Downtown_Nashville_UBS Tower_315 Deaderick St,315 Deaderick St,2548,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,NA,Nashville_Airport South_Nashville_NA_4711 Trousdale Dr,4711 Trousdale Dr,720,BHRM,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,NA,Nashville_MetroCenter_Nashville_NA_501 Great Circle Rd,501 Great Circle Rd,36429,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,NA,Nashville_Airport North_Nashville_NA_53 Century Blvd,53 Century Blvd,3379,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,NA,Nashville_Airport South_Nashville_NA_640 Spence Ln,640 Spence Ln,439,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,17th  Grand,Nashville_Green Hills/Music Row_Nashville_17th  Grand_1005 17th Ave S,1005 17th Ave S,1455,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,Suburban,Broadwest,Nashville_West End_Nashville_Broadwest_1600 West End Ave,1600 West End Ave,3698,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,Suburban,Burton Hills I,Nashville_Green Hills/Music Row_Nashville_Burton Hills I_1 Burton Hills Blvd,1 Burton Hills Blvd,20885,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,Suburban,Burton Hills III,Nashville_Green Hills/Music Row_Nashville_Burton Hills III_20 Burton Hills Blvd,20 Burton Hills Blvd,21153,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,Suburban,Executive South,Nashville_Airport South_Nashville_Executive South_1161 Murfreesboro Rd,1161 Murfreesboro Rd,1027,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,Executive South,Nashville_Airport South_Nashville_Executive South_1161 Murfreesboro Rd,1161 Murfreesboro Rd,1223,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,Executive South,Nashville_Airport South_Nashville_Executive South_1161 Murfreesboro Rd,1161 Murfreesboro Rd,2418,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,Lakeview Ridge II,Nashville_Airport North_Nashville_Lakeview Ridge II_2630 Elm Hill Pike,2630 Elm Hill Pike,2505,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,Suburban,Linden Place Building,Nashville_Green Hills/Music Row_Nashville_Linden Place Building_2323 21st Ave S,2323 21st Ave S,108,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,Marathon Village,Nashville_West End_Nashville_Marathon Village_1200-1300 Clinton St,1200-1300 Clinton St,1090,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,Perimeter Park II,Nashville_Airport South_Nashville_Perimeter Park II_3354 Perimeter Hill Dr,3354 Perimeter Hill Dr,2125,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,CBD,St Cloud Corner,Nashville_Downtown_Nashville_St Cloud Corner_500 Church St,500 Church St,2586,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,Two American Center,Nashville_West End_Nashville_Two American Center_3102 West End Ave,3102 West End Ave,8284,Chairman Foods,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,Suburban,NA,Nashville_West End_Nashville_NA_1801 West End Ave,1801 West End Ave,3375,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,Suburban,NA,Nashville_West End_Nashville_NA_3322 West End Ave,3322 West End Ave,37344,U.s. General Services Administration (Gsa),Government,Renewal,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,CBD,333 Commerce,Nashville_Downtown_Nashville_333 Commerce_333 Commerce St,333 Commerce St,4646,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,CBD,810 Broadway,Nashville_Downtown_Nashville_810 Broadway_810 Broadway,810 Broadway,23837,U.s. General Services Administration (Gsa),Government,Renewal,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,Suburban,Burton Hills II,Nashville_Green Hills/Music Row_Nashville_Burton Hills II_30 Burton Hills Blvd,30 Burton Hills Blvd,3033,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,Suburban,Grassmere II,Nashville_Airport South_Nashville_Grassmere II_624 Grassmere Park,624 Grassmere Park,3253,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,CBD,LC Tower,Nashville_Downtown_Nashville_LC Tower_401 Church St,401 Church St,1512,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,CBD,LC Tower,Nashville_Downtown_Nashville_LC Tower_401 Church St,401 Church St,2303,NA,NA,New,O,22728855,3739113,32.9718975206779,147388
2023,Q4,Nashville,Nashville,TN,CBD,Nashville City Center,Nashville_Downtown_Nashville_Nashville City Center_511 Union St,511 Union St,11728,NA,NA,New,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,CBD,Nashville Yards  Creative Office Building,Nashville_Downtown_Nashville_Nashville Yards  Creative Office Building_955 Church St,955 Church St,74179,Creative Arts Agency,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",Relocation,A,25110507,5562677,32.9718975206779,568456
2023,Q4,Nashville,Nashville,TN,Suburban,One Century Place,Nashville_Airport North_Nashville_One Century Place_26 Century Blvd,26 Century Blvd,28699,Cummins,"Manufacturing (except Pharmaceutical, Retail, and Computer Tech)",Relocation,A,25110507,5562677,32.9718975206779,568456
2024,Q1,Nashville,Nashville,TN,Suburban,Executive South,Nashville_Airport South_Nashville_Executive South_1161 Murfreesboro Rd,1161 Murfreesboro Rd,532,Comfort Care,NA,New,O,22427317,3857511,33.6651451337419,156773
2024,Q1,Nashville,Nashville,TN,Suburban,Executive South,Nashville_Airport South_Nashville_Executive South_1161 Murfreesboro Rd,1161 Murfreesboro Rd,1026,NA,NA,New,O,22427317,3857511,33.6651451337419,156773
2024,Q1,Nashville,Nashville,TN,CBD,Gulch Union,Nashville_Downtown_Nashville_Gulch Union_1222 Demonbreun St,1222 Demonbreun St,6790,Rpm Living,Real Estate (except coworking providers),New,A,25920303,6020188,33.6651451337419,608890
2024,Q1,Nashville,Nashville,TN,Suburban,Hillsboro Hobbs Buildings,Nashville_Green Hills/Music Row_Nashville_Hillsboro Hobbs Buildings_4205-4219 Hillsboro Pike,4205-4219 Hillsboro Pike,535,Milestone Construction,NA,New,O,22427317,3857511,33.6651451337419,156773
2024,Q1,Nashville,Nashville,TN,Suburban,Hillsboro Hobbs Buildings,Nashville_Green Hills/Music Row_Nashville_Hillsboro Hobbs Buildings_4205-4219 Hillsboro Pike,4205-4219 Hillsboro Pike,990,The Exercise Coach,NA,New,O,22427317,3857511,33.6651451337419,156773
2024,Q1,Nashville,Nashville,TN,Suburban,International Plaza,Nashville_Airport South_Nashville_International Plaza_2 International Plaza Dr,2 International Plaza Dr,2319,Oncosite,NA,New,O,22427317,3857511,33.6651451337419,156773
